id,date_account_created,gender,age,signup_method,language,affiliate_channel,affiliate_provider,signup_app,first_device_type,first_browser
jrt8hoye29,2014-07-03,FEMALE,27,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
2x8k9bxdog,2014-07-03,FEMALE,34,basic,en,sem-brand,google,Web,Windows Desktop,IE
fkb37me2xm,2014-07-03,-unknown-,19,basic,en,sem-brand,google,Web,iPad,Mobile Safari
sekuorzbyl,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
vgcilfaj6g,2014-07-03,MALE,46,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
ysetjclkxm,2014-07-03,FEMALE,52,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
y6x12nu5ks,2014-07-03,MALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
wy6zl7i83o,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vtj1k2b5df,2014-07-03,FEMALE,30,basic,en,sem-brand,google,Web,Mac Desktop,Safari
th9g92b3nu,2014-07-03,-unknown-,40,basic,en,sem-brand,google,Web,Mac Desktop,Safari
qded1o8rj8,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
s19chnfpz7,2014-07-03,MALE,38,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
uk596sx7xg,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
75oeimjgeb,2014-07-03,-unknown-,45,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
94386rnzpi,2014-07-03,-unknown-,50,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
2ltwuozo4d,2014-07-03,FEMALE,54,basic,en,sem-brand,google,Web,Windows Desktop,IE
2ljl0duzgu,2014-07-03,FEMALE,53,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
k2w1f91o77,2014-07-03,FEMALE,33,basic,en,sem-brand,google,Web,iPad,Mobile Safari
a926ken86u,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
uu0wtfblhp,2014-07-03,FEMALE,24,basic,en,sem-brand,google,Web,Mac Desktop,Safari
iussu6vmzm,2014-07-03,MALE,36,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
e9r5fh8by2,2014-07-03,FEMALE,28,basic,en,sem-brand,google,Web,Mac Desktop,Safari
kzczqtix8i,2014-07-03,FEMALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
vyzarxjtcz,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
itbilk8lr6,2014-07-03,MALE,48,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
7ewpw9trvz,2014-07-03,FEMALE,41,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
fr6map7ru3,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
lnj5iy0q37,2014-07-03,-unknown-,30,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
11qoliiopk,2014-07-03,MALE,30,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
fmk7yl8gti,2014-07-03,FEMALE,38,facebook,en,sem-brand,bing,iOS,iPhone,-unknown-
gxf2tdmy3f,2014-07-03,FEMALE,48,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
l2qs28i9fv,2014-07-03,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Chrome
55qwn2i3w8,2014-07-03,-unknown-,28,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mc20xmjnkp,2014-07-03,FEMALE,29,facebook,en,sem-brand,bing,iOS,iPhone,Mobile Safari
emnwgmiiyv,2014-07-03,FEMALE,31,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
6khsvay7l5,2014-07-03,FEMALE,25,facebook,en,sem-brand,google,Web,Windows Desktop,IE
ogrh5bnehs,2014-07-03,FEMALE,51,basic,en,sem-brand,bing,Web,Windows Desktop,Firefox
1jekiyhgte,2014-07-03,MALE,29,facebook,it,sem-brand,google,Web,Windows Desktop,Chrome
k2p3v2z76d,2014-07-03,FEMALE,44,basic,en,sem-brand,google,Web,Mac Desktop,Safari
d6cvhj2xrp,2014-07-03,MALE,29,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
axtjpzdd5r,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
7f73ewyhf1,2014-07-03,MALE,40,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
vnh1u4jio5,2014-07-03,FEMALE,31,basic,en,sem-brand,google,Web,Mac Desktop,Safari
2zdcws4ndy,2014-07-03,MALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
0crstf67x4,2014-07-03,MALE,36,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
xz8jcruxtm,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
3jw64jzuws,2014-07-03,-unknown-,48,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
76xiuk4om8,2014-07-03,MALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
8jbd78bghe,2014-07-03,FEMALE,23,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
36soa1s3t5,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
8ay9avo4an,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
t6ytw96qen,2014-07-03,FEMALE,23,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
0gcn5dr6ta,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
in9gpd8mo9,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
zusdsgi87d,2014-07-03,-unknown-,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5smgbootwm,2014-07-03,FEMALE,54,basic,en,sem-brand,google,Web,Windows Desktop,IE
uf2fk1itff,2014-07-03,-unknown-,,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
hmcx51ctpj,2014-07-03,MALE,61,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
wejoqnnkcx,2014-07-03,-unknown-,,basic,zh,sem-brand,google,Android,Android Phone,-unknown-
tzdxnid5xz,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
r1m7y964oi,2014-07-03,FEMALE,44,basic,en,sem-brand,google,Web,Mac Desktop,Safari
xqc2cd27gf,2014-07-03,-unknown-,47,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
duh5cyt4ne,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
b9wknq6ivf,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
2fi495najx,2014-07-03,MALE,26,facebook,en,sem-brand,bing,iOS,iPhone,Mobile Safari
vlwutvs78i,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
t4miykfpsq,2014-07-03,FEMALE,26,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
65obtqrzh7,2014-07-03,MALE,46,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
qq4eq4310w,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
bif5fm6kll,2014-07-03,FEMALE,29,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
gp5m1lx324,2014-07-03,-unknown-,,basic,en,sem-brand,google,Moweb,Android Tablet,Chrome
t7rjbecwph,2014-07-03,MALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
swa3mcwh0v,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5scejepn46,2014-07-03,MALE,28,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
ou3fsmw60s,2014-07-03,FEMALE,,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
aucg317xtv,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ueeayhyh6i,2014-07-03,-unknown-,40,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
weyzaygbfc,2014-07-03,FEMALE,42,basic,en,sem-brand,google,Web,Windows Desktop,IE
ki16h60tp3,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Android Tablet,IE
vnf4n1bmfm,2014-07-03,FEMALE,22,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
bx4qjjjyf1,2014-07-03,FEMALE,51,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
5wnlmm18e8,2014-07-03,MALE,38,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
d19y05owdu,2014-07-03,FEMALE,23,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mppk7hv391,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
olpjjwghin,2014-07-03,-unknown-,23,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
7z59xezd71,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
v6ri5lkpxc,2014-07-03,FEMALE,62,basic,en,sem-brand,bing,Web,Windows Desktop,IE
d0kw5k9rj0,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
wui69txoo7,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
2nvbbqhbsg,2014-07-03,MALE,40,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
i34zhjq4su,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
eoji591f9r,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
o6bujf9ij9,2014-07-03,FEMALE,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
upgplcfy65,2014-07-03,FEMALE,57,basic,en,sem-brand,google,Web,iPad,Mobile Safari
g1ckzs7dkk,2014-07-03,FEMALE,25,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
vp1odjm5mf,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
02mt1crsnv,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ak3re93jmv,2014-07-03,MALE,71,basic,ja,sem-brand,google,Web,Windows Desktop,Chrome
3jkyi3n27y,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
806cit6m0d,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
j1uo13793u,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
deer7trj0h,2014-07-03,-unknown-,34,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
xo8ad9b2e4,2014-07-03,MALE,37,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
q5mztfmcsc,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
7ta2xc7okn,2014-07-03,MALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
1q97tfihng,2014-07-03,FEMALE,29,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
509hdsosv1,2014-07-03,-unknown-,46,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ojv7lq268d,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
t6y5m6cg7c,2014-07-03,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Chrome
uv9ykfam3u,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
4ln584a1lt,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
5r5cyib8en,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
0z5ouod12g,2014-07-03,MALE,32,facebook,es,sem-brand,google,Web,Mac Desktop,Chrome
s7wzlnaa1f,2014-07-03,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
cd1uo20ekq,2014-07-04,MALE,33,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
vwaj6xybg8,2014-07-04,FEMALE,54,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
0pqd1d2roe,2014-07-04,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
7gauwx5dut,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
etcljkumi5,2014-07-04,MALE,37,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
qkmocayb99,2014-07-04,FEMALE,25,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
0djongscwz,2014-07-04,MALE,58,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
yb4bjpp4t8,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pqidtbhmmp,2014-07-04,FEMALE,34,basic,en,sem-brand,google,Web,Mac Desktop,Safari
aq43h5mxqb,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
oxgsvf0g1j,2014-07-04,-unknown-,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
k34osybe9q,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
n8je2qllov,2014-07-04,-unknown-,41,basic,en,sem-brand,bing,Web,iPhone,Mobile Safari
c8wzwfebsr,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
g8l5fcwwo7,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
05zd88hgr2,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
u4wp36cnf7,2014-07-04,MALE,27,facebook,en,sem-brand,bing,Web,Windows Desktop,Chrome
q83rayhhjb,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
zhmdad7g0y,2014-07-04,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
0makdmqeqx,2014-07-04,-unknown-,56,basic,en,sem-brand,google,Web,iPhone,-unknown-
g3biugaxl0,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
dixrq8syfe,2014-07-04,FEMALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2pknkiqu4e,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
c7q2rdyxak,2014-07-04,-unknown-,34,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
7cqo3bjzne,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
f50w7izi7g,2014-07-04,MALE,38,basic,en,sem-brand,google,Web,iPad,Mobile Safari
ypod1c10h0,2014-07-04,FEMALE,53,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
1wxlgkkdiv,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
kth69oqikc,2014-07-04,FEMALE,28,facebook,it,sem-brand,google,Web,Windows Desktop,Chrome
pl8udivm28,2014-07-04,-unknown-,33,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
gvyadhjss7,2014-07-04,OTHER,36,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
2owl2e542g,2014-07-04,FEMALE,33,basic,en,sem-brand,google,Web,Mac Desktop,Safari
s9c73p7t71,2014-07-04,MALE,46,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
809vzwiild,2014-07-04,FEMALE,21,facebook,zh,sem-brand,google,Web,Mac Desktop,Chrome
zshv3tbsky,2014-07-04,MALE,36,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
rvm1x8ewry,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
xl6ddz8nck,2014-07-04,FEMALE,57,basic,en,sem-brand,google,Web,iPad,Mobile Safari
gae76xcn8e,2014-07-04,MALE,45,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
8n0ii2sj7h,2014-07-04,MALE,43,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
35ce7ymimy,2014-07-04,FEMALE,31,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
pauo96r54n,2014-07-04,-unknown-,,basic,en,sem-brand,other,Web,Mac Desktop,Safari
u6ta1mq4fi,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mj386187yi,2014-07-04,-unknown-,50,basic,ja,sem-brand,google,Web,Mac Desktop,Firefox
wrvgp26edp,2014-07-04,MALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
pk5ze41ww4,2014-07-04,MALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
ldzm6gn2h3,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
g41p04r888,2014-07-04,MALE,42,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
vckwuq37jg,2014-07-04,MALE,25,facebook,en,sem-brand,google,Web,iPhone,Chrome Mobile
eh4ewbacno,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
9z52xbqht4,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
kuu5yz563q,2014-07-04,-unknown-,27,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
d1xzkfhhdr,2014-07-04,-unknown-,41,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
yy91k2xz89,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
96wnq7lzq6,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jwvwx4jsgc,2014-07-04,-unknown-,32,basic,ko,sem-brand,bing,Web,Windows Desktop,IE
d27hq70398,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
idnw53fwd6,2014-07-04,FEMALE,28,basic,en,sem-brand,bing,Web,iPad,Mobile Safari
kjmvryo44u,2014-07-04,MALE,43,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
2tsv0xqqqc,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,IE
er0js8ac4s,2014-07-04,FEMALE,51,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
3ormtb06n3,2014-07-04,FEMALE,45,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
vh4zmqzecp,2014-07-04,-unknown-,36,basic,en,sem-brand,google,Web,Mac Desktop,Safari
p7itvp5b0n,2014-07-04,MALE,48,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
4ece5iukwp,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
s1xouse83t,2014-07-04,-unknown-,,basic,de,sem-brand,google,Web,Android Tablet,Android Browser
x21727z82w,2014-07-04,-unknown-,,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
22n9cobcpk,2014-07-04,FEMALE,34,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
6mpy6d00fj,2014-07-04,MALE,39,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
gefvnlhevt,2014-07-05,MALE,54,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
n3eayid8oj,2014-07-05,FEMALE,73,basic,en,sem-brand,google,Web,Windows Desktop,IE
qddx5iw2xj,2014-07-05,-unknown-,25,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
s14zscuzk9,2014-07-05,MALE,30,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
yz0915i1ye,2014-07-05,-unknown-,56,basic,en,sem-brand,google,Web,Mac Desktop,Safari
xrzwfmcosz,2014-07-05,FEMALE,43,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
8n3zzw7jv9,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
ng5g3anif2,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
b08w4f6mvb,2014-07-05,-unknown-,48,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
ejnlj5vu4x,2014-07-05,-unknown-,58,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
3zzpwuipy6,2014-07-05,FEMALE,43,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
aqfxv2eer7,2014-07-05,FEMALE,22,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
8cj348uqb1,2014-07-05,FEMALE,33,basic,en,sem-brand,google,Web,Mac Desktop,Safari
g9o73gtlxn,2014-07-05,MALE,32,facebook,en,sem-brand,google,Web,iPad,Mobile Safari
omw109eyin,2014-07-05,FEMALE,23,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
xq8rd6jnxn,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
q1rpqcid4b,2014-07-05,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
6nsq30zpoy,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
mz5k1nggx5,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Firefox
jw61ewjg1q,2014-07-05,-unknown-,61,basic,en,sem-brand,google,Web,Mac Desktop,Safari
nq23s3017z,2014-07-05,FEMALE,57,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
e77kbjunhg,2014-07-05,MALE,65,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
h5olpai9c6,2014-07-05,FEMALE,31,basic,en,sem-brand,google,Web,iPad,Mobile Safari
50zio08wrh,2014-07-05,MALE,19,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jmrp5wuy08,2014-07-05,FEMALE,66,basic,en,sem-brand,google,Web,Mac Desktop,Safari
4lisb9kk28,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
wflnw9x5ty,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
1szeas9q3n,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
y99mafge61,2014-07-05,FEMALE,30,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
d90xu74ksq,2014-07-05,FEMALE,48,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
cyr8prmb3d,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
tjphyyrawf,2014-07-05,MALE,26,basic,en,sem-brand,google,Web,Mac Desktop,Safari
jcpnistmpy,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
cla0g3sx4h,2014-07-05,FEMALE,20,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
y12hurghwc,2014-07-05,FEMALE,54,basic,en,sem-brand,google,Web,Mac Desktop,Safari
6jvqzz8kl3,2014-07-05,-unknown-,32,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
hma5gnmy2f,2014-07-05,FEMALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
mibgyecyds,2014-07-05,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
ofh7nf65qs,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
uyju3v19sc,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
q29gpq17ii,2014-07-05,FEMALE,19,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
xzttcvqk4r,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
le5jm8hdxw,2014-07-05,MALE,32,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
fwj23cu7c3,2014-07-05,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
z705npbl7e,2014-07-05,-unknown-,18,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
vbg698l0os,2014-07-05,MALE,37,basic,en,sem-brand,google,Web,iPad,Mobile Safari
lze381f24d,2014-07-05,FEMALE,64,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
cjonfpahvt,2014-07-05,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,IE
ad1wcmvwo7,2014-07-05,FEMALE,46,facebook,en,sem-brand,bing,Web,Mac Desktop,Safari
yfi1ht4x9j,2014-07-05,-unknown-,54,basic,en,sem-brand,google,Web,Desktop (Other),Chrome
airf548yun,2014-07-05,FEMALE,67,basic,en,sem-brand,google,Web,Windows Desktop,IE
ojhaie8gpf,2014-07-05,FEMALE,64,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
67n8wmn67w,2014-07-05,FEMALE,26,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
cp1hnj1ol9,2014-07-05,FEMALE,48,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
opz48akwgk,2014-07-05,MALE,26,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
tdakrd9xv7,2014-07-05,FEMALE,51,basic,en,sem-brand,google,Web,iPad,Mobile Safari
bh1k4c62o9,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
k03ixgo0ob,2014-07-06,-unknown-,42,basic,en,sem-brand,bing,Web,Windows Desktop,Safari
axye93i66d,2014-07-06,FEMALE,33,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
nz9hksxfa6,2014-07-06,MALE,24,facebook,en,sem-brand,google,Web,Mac Desktop,Chrome
gke1qimb0y,2014-07-06,-unknown-,59,basic,en,sem-brand,google,Web,Windows Desktop,Firefox
pvnb29rtqd,2014-07-06,-unknown-,,basic,en,sem-brand,bing,Web,Android Phone,Android Browser
ge8vmpcors,2014-07-06,MALE,28,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
ixv9bjajh1,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
sxsj81jxti,2014-07-06,MALE,29,basic,en,sem-brand,google,Web,Mac Desktop,Safari
kfxcygyxas,2014-07-06,FEMALE,31,basic,en,sem-brand,google,Web,Mac Desktop,Safari
pp18akxpn8,2014-07-06,MALE,28,facebook,en,sem-brand,google,Web,Mac Desktop,Firefox
eswppmgnru,2014-07-06,-unknown-,,basic,en,sem-brand,bing,Web,Windows Desktop,Chrome
8k1nzmxwa9,2014-07-06,-unknown-,52,basic,en,sem-brand,google,Web,Mac Desktop,Safari
lynetinolr,2014-07-06,FEMALE,31,basic,en,sem-brand,google,Web,iPad,Chrome Mobile
rsks28lbyt,2014-07-06,FEMALE,104,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
gduu2dxp3m,2014-07-06,MALE,27,basic,en,sem-brand,google,Web,Mac Desktop,Safari
l7rpw9w799,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,iPhone,Mobile Safari
1c9gstqhuf,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Windows Desktop,Chrome
edx8mx2jts,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
v97nn9ww9o,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,iPad,Mobile Safari
f2gvvq2wmk,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
w2crdggqua,2014-07-06,MALE,52,basic,en,sem-brand,google,Web,Mac Desktop,Chrome
2c6uclj12p,2014-07-06,-unknown-,,basic,en,sem-brand,google,Web,Mac Desktop,Safari
l0h1317r0w,2014-07-06,-unknown-,29,facebook,en,sem-brand,google,Web,Windows Desktop,Firefox
0c9hhypyu6,2014-07-06,FEMALE,39,basic,en,sem-brand,google,Web,Mac Desktop,Safari
l0zhk9xuwb,2014-07-06,FEMALE,27,facebook,en,sem-brand,google,Web,Windows Desktop,Chrome
gfaz182scm,2014-07-06,FEMALE,33,facebook,en,sem-brand,google,Web,Mac Desktop,Safari
65479vxb23,2014-07-06,-unknown-,,basic,en,sem-brand,bing,Web,Mac Desktop,Safari
